Year,State,CoC Number,CoC Name,Measures,Count
1/1/2008,NC,NC-511,Fayetteville/Cumberland County CoC,Total Homeless,"1,074"
1/1/2008,NC,NC-513,Chapel Hill/Orange County CoC,Total Homeless,195
1/1/2008,NC,NC-516,Northwest North Carolina CoC,Total Homeless,"1,314"
1/1/2008,ND,ND-500,North Dakota Statewide CoC,Total Homeless,615
1/1/2008,NE,NE-500,Nebraska Balance of State CoC,Total Homeless,"1,637"
1/1/2008,NE,NE-501,Omaha/Council Bluffs CoC,Total Homeless,"1,197"
1/1/2008,NE,NE-502,Lincoln CoC,Total Homeless,"1,151"
1/1/2008,NH,NH-500,New Hampshire Balance of State CoC,Total Homeless,986
1/1/2008,NH,NH-501,Manchester CoC,Total Homeless,576
1/1/2008,NH,NH-502,Nashua/Hillsborough County CoC,Total Homeless,457
1/1/2008,NJ,NJ-500,Atlantic City & County CoC,Total Homeless,476
1/1/2008,NJ,NJ-501,Bergen County CoC,Total Homeless,"1,627"
1/1/2008,NJ,NJ-502,Burlington County CoC,Total Homeless,896
1/1/2008,NJ,NJ-503,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties CoC",Total Homeless,"1,454"
1/1/2008,NJ,NJ-504,Newark/Essex County CoC,Total Homeless,"1,036"
1/1/2008,NJ,NJ-506,Jersey City/Bayonne/Hudson County CoC,Total Homeless,"2,227"
1/1/2008,NJ,NJ-507,New Brunswick/Middlesex County CoC,Total Homeless,792
1/1/2008,NJ,NJ-508,Monmouth County CoC,Total Homeless,763
1/1/2008,NJ,NJ-509,Morris County CoC,Total Homeless,224
1/1/2008,NJ,NJ-510,Lakewood Township/Ocean County CoC,Total Homeless,337
1/1/2008,NJ,NJ-511,Paterson/Passaic County CoC,Total Homeless,518
1/1/2008,NJ,NJ-512,Salem County CoC,Total Homeless,310
1/1/2008,NJ,NJ-513,Somerset County CoC,Total Homeless,302
1/1/2008,NJ,NJ-514,Trenton/Mercer County CoC,Total Homeless,989
1/1/2008,NJ,NJ-515,Elizabeth/Union County CoC,Total Homeless,"1,188"
1/1/2008,NJ,NJ-516,"Warren, Sussex, Hunterdon Counties CoC",Total Homeless,693
1/1/2008,NM,NM-500,Albuquerque CoC,Total Homeless,"1,276"
1/1/2008,NM,NM-501,New Mexico Balance of State CoC,Total Homeless,"1,739"
1/1/2008,NV,NV-500,Las Vegas/Clark County CoC,Total Homeless,"7,533"
1/1/2008,NV,NV-501,Reno/Sparks/Washoe County CoC,Total Homeless,863
1/1/2008,NV,NV-502,Nevada Balance of State CoC,Total Homeless,330
1/1/2008,NY,NY-500,Rochester/Irondequoit/Greece/Monroe County CoC,Total Homeless,595
1/1/2008,NY,NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",Total Homeless,177
1/1/2008,NY,NY-503,Albany City & County CoC,Total Homeless,538
1/1/2008,NY,NY-504,Cattaragus County CoC,Total Homeless,69
1/1/2008,NY,NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",Total Homeless,731
1/1/2008,NY,NY-507,Schenectady City & County CoC,Total Homeless,195
1/1/2008,NY,NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",Total Homeless,"1,250"
1/1/2008,NY,NY-510,Ithaca/Tompkins County CoC,Total Homeless,78
1/1/2008,NY,NY-512,Troy/Rensselaer County CoC,Total Homeless,193
1/1/2008,NY,NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",Total Homeless,88
1/1/2008,NY,NY-514,Jamestown/Dunkirk/Chautauqua County CoC,Total Homeless,65
1/1/2008,NY,NY-516,Clinton County CoC,Total Homeless,53
1/1/2008,NY,NY-518,"Utica/Rome/Oneida, Madison Counties CoC",Total Homeless,316
1/1/2008,NY,NY-519,Columbia/Greene County CoC,Total Homeless,172
1/1/2008,NY,NY-520,Franklin County CoC,Total Homeless,10
1/1/2008,NY,NY-522,Jefferson/Lewis/St. Lawrence Counties CoC,Total Homeless,297
1/1/2008,NY,NY-523,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",Total Homeless,166
1/1/2008,NY,NY-600,New York City CoC,Total Homeless,"50,261"
1/1/2008,NY,NY-601,Poughkeepsie/Dutchess County CoC,Total Homeless,547
1/1/2008,NY,NY-602,Newburgh/Middletown/Orange County CoC,Total Homeless,311
1/1/2008,NY,NY-603,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",Total Homeless,"2,509"
1/1/2008,NY,NY-604,Yonkers/Mount Vernon/New Rochelle/Westchester CoC,Total Homeless,"1,829"
1/1/2008,NY,NY-606,Rockland County CoC,Total Homeless,141
1/1/2008,NY,NY-607,Sullivan County CoC,Total Homeless,139
1/1/2008,NY,NY-608,Kingston/Ulster County CoC,Total Homeless,395
1/1/2008,OH,OH-500,Cincinnati/Hamilton County CoC,Total Homeless,"1,116"
1/1/2008,OH,OH-501,Toledo/Lucas County CoC,Total Homeless,959
1/1/2008,OH,OH-502,Cleveland/Cuyahoga County CoC,Total Homeless,"2,242"
1/1/2008,OH,OH-503,Columbus/Franklin County CoC,Total Homeless,"1,341"
1/1/2008,OH,OH-504,Youngstown/Mahoning County CoC,Total Homeless,236
1/1/2008,OH,OH-505,Dayton/Kettering/Montgomery County CoC,Total Homeless,844
1/1/2008,OH,OH-506,Akron/Barberton/Summit County CoC,Total Homeless,740
1/1/2008,OH,OH-507,Ohio Balance of State CoC,Total Homeless,"4,525"
1/1/2008,OH,OH-508,Canton/Massillon/Alliance/Stark County CoC,Total Homeless,909
1/1/2008,OK,OK-500,North Central Oklahoma CoC,Total Homeless,241
1/1/2008,OK,OK-501,Tulsa City & County/Broken Arrow CoC,Total Homeless,729
1/1/2008,OK,OK-502,Oklahoma City CoC,Total Homeless,"1,335"
1/1/2008,OK,OK-503,Oklahoma Balance of State CoC,Total Homeless,157
1/1/2008,OK,OK-504,Norman/Cleveland County CoC,Total Homeless,578
1/1/2008,OK,OK-505,Northeast Oklahoma CoC,Total Homeless,370
1/1/2008,OK,OK-506,Southwest Oklahoma Regional CoC,Total Homeless,168
1/1/2008,OK,OK-507,Southeastern Oklahoma Regional CoC,Total Homeless,268
1/1/2008,OR,OR-500,Eugene/Springfield/Lane County CoC,Total Homeless,"2,137"
1/1/2008,OR,OR-501,Portland-Gresham-Multnomah County CoC,Total Homeless,"3,918"
1/1/2008,OR,OR-502,Medford/Ashland/Jackson County CoC,Total Homeless,654
1/1/2008,OR,OR-503,Central Oregon CoC,Total Homeless,"1,736"
1/1/2008,OR,OR-505,Oregon Balance of State CoC,Total Homeless,"9,860"
1/1/2008,OR,OR-506,Hillsboro/Beaverton/Washington County CoC,Total Homeless,772
1/1/2008,OR,OR-507,Clackamas County CoC,Total Homeless,"1,576"
1/1/2008,PA,PA-500,Philadelphia CoC,Total Homeless,"6,871"
1/1/2008,PA,PA-501,Harrisburg/Dauphin County CoC,Total Homeless,421
1/1/2008,PA,PA-502,Upper Darby/Chester/Haverford/Delaware County CoC,Total Homeless,653
1/1/2008,PA,PA-503,Wilkes-Barre/Hazleton/Luzerne County CoC,Total Homeless,171
1/1/2008,PA,PA-504,Lower Marion/Norristown/Abington/Montgomery County CoC,Total Homeless,479
1/1/2008,PA,PA-505,Chester County CoC,Total Homeless,314
1/1/2008,PA,PA-506,Reading/Berks County CoC,Total Homeless,496
1/1/2008,PA,PA-508,Scranton/Lackawanna County CoC,Total Homeless,260
1/1/2008,PA,PA-509,Eastern Pennsylvania CoC,Total Homeless,"1,759"
1/1/2008,PA,PA-510,Lancaster City & County CoC,Total Homeless,707
1/1/2008,PA,PA-511,Bristol/Bensalem/Bucks County CoC,Total Homeless,485
1/1/2008,PA,PA-600,Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC,Total Homeless,"1,308"
1/1/2008,PA,PA-601,Western Pennsylvania CoC,Total Homeless,862
1/1/2008,PA,PA-603,Beaver County CoC,Total Homeless,213
1/1/2008,PA,PA-605,Erie City & County CoC,Total Homeless,379
1/1/2008,PR,PR-502,Puerto Rico Balance of Commonwealth CoC,Total Homeless,707
1/1/2008,PR,PR-503,South/Southeast Puerto Rico CoC,Total Homeless,"2,305"
1/1/2008,RI,RI-500,Rhode Island Statewide CoC,Total Homeless,"1,196"
1/1/2008,SC,SC-500,Charleston/Low Country CoC,Total Homeless,539
1/1/2008,SC,SC-501,Greenville/Anderson/Spartanburg Upstate CoC,Total Homeless,"1,606"
1/1/2008,SC,SC-502,Columbia/Midlands CoC,Total Homeless,"1,569"
1/1/2008,SC,SC-503,Myrtle Beach/Sumter City & County CoC,Total Homeless,"1,946"
1/1/2008,SD,SD-500,South Dakota Statewide CoC,Total Homeless,579
1/1/2008,TN,TN-500,Chattanooga/Southeast Tennessee CoC,Total Homeless,87
1/1/2008,TN,TN-501,Memphis/Shelby County CoC,Total Homeless,"1,566"
1/1/2008,TN,TN-502,Knoxville/Knox County CoC,Total Homeless,930
1/1/2008,TN,TN-503,Central Tennessee CoC,Total Homeless,328
1/1/2008,TN,TN-504,Nashville/Davidson County CoC,Total Homeless,"2,217"
1/1/2008,TN,TN-506,Oak Ridge/Upper Cumberland CoC,Total Homeless,704
1/1/2008,TN,TN-507,Jackson/West Tennessee CoC,Total Homeless,"2,187"
1/1/2008,TN,TN-509,Appalachian Regional CoC,Total Homeless,559
1/1/2008,TN,TN-510,Murfreesboro/Rutherford County CoC,Total Homeless,223
1/1/2008,TN,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Total Homeless,904
1/1/2008,TX,TX-500,San Antonio/Bexar County CoC,Total Homeless,"4,063"
1/1/2008,TX,TX-503,Austin/Travis County CoC,Total Homeless,"3,451"
1/1/2008,TX,TX-600,Dallas City & County/Irving CoC,Total Homeless,"3,558"
1/1/2008,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Total Homeless,"2,676"
1/1/2008,TX,TX-603,El Paso City & County CoC,Total Homeless,"1,241"
1/1/2008,TX,TX-604,Waco/McLennan County CoC,Total Homeless,431
1/1/2008,TX,TX-607,Texas Balance of State (BoS) CoC,Total Homeless,"13,298"
1/1/2008,TX,TX-611,Amarillo CoC,Total Homeless,540
1/1/2008,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Total Homeless,280
1/1/2008,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Total Homeless,"10,363"
1/1/2008,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Total Homeless,289
1/1/2008,UT,UT-500,Salt Lake City & County CoC,Total Homeless,"2,296"
1/1/2008,UT,UT-503,Utah Balance of State CoC,Total Homeless,878
1/1/2008,UT,UT-504,Provo/Mountainland CoC,Total Homeless,260
1/1/2008,VA,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Total Homeless,"1,073"
1/1/2008,VA,VA-501,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC",Total Homeless,602
1/1/2008,VA,VA-502,Roanoke City & County/Salem CoC,Total Homeless,504
1/1/2008,VA,VA-503,Virginia Beach CoC,Total Homeless,484
1/1/2008,VA,VA-504,Charlottesville CoC,Total Homeless,239
1/1/2008,VA,VA-505,Newport News/Hampton/Virginia Peninsula CoC,Total Homeless,526
1/1/2008,VA,VA-507,Portsmouth CoC,Total Homeless,222
1/1/2008,VA,VA-508,Lynchburg CoC,Total Homeless,256
1/1/2008,VA,VA-513,"Harrisburg, Winchester/Western Virginia CoC",Total Homeless,245
1/1/2008,VA,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Total Homeless,194
1/1/2008,VA,VA-521,Virginia Balance of State (BoS) CoC,Total Homeless,863
1/1/2008,VA,VA-600,Arlington County CoC,Total Homeless,410
1/1/2008,VA,VA-601,Fairfax County CoC,Total Homeless,"1,835"
1/1/2008,VA,VA-602,Loudoun County CoC,Total Homeless,160
1/1/2008,VA,VA-603,City of Alexandria CoC,Total Homeless,306
1/1/2008,VA,VA-604,Prince William County CoC,Total Homeless,550
1/1/2008,VI,VI-500,Virgin Islands CoC,Total Homeless,602
1/1/2008,VT,VT-500,Vermont Balance of State CoC,Total Homeless,633
1/1/2008,VT,VT-501,Burlington/Chittenden County CoC,Total Homeless,321
1/1/2008,WA,WA-500,Seattle/King County CoC,Total Homeless,"8,501"
1/1/2008,WA,WA-501,Washington Balance of State CoC,Total Homeless,"6,631"
1/1/2008,WA,WA-502,Spokane City & County CoC,Total Homeless,"1,370"
1/1/2008,WA,WA-503,Tacoma/Lakewood/Pierce County CoC,Total Homeless,"1,743"
1/1/2008,WA,WA-504,Everett/Snohomish County CoC,Total Homeless,"2,161"
1/1/2008,WA,WA-507,Yakima City & County CoC,Total Homeless,486
1/1/2008,WA,WA-508,Vancouver/Clark County CoC,Total Homeless,"1,062"
1/1/2008,WI,WI-500,Wisconsin Balance of State CoC,Total Homeless,"3,105"
1/1/2008,WI,WI-501,Milwaukee City & County CoC,Total Homeless,"1,470"
1/1/2008,WI,WI-502,Racine City & County CoC,Total Homeless,259
1/1/2008,WI,WI-503,Madison/Dane County CoC,Total Homeless,615
1/1/2008,WV,WV-500,Wheeling/Weirton Area CoC,Total Homeless,92
1/1/2008,WV,WV-501,"Huntington/Cabell, Wayne Counties CoC",Total Homeless,264
1/1/2008,WV,WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",Total Homeless,363
1/1/2008,WV,WV-508,West Virginia Balance of State CoC,Total Homeless,"1,297"
1/1/2008,WY,WY-500,Wyoming Statewide CoC,Total Homeless,751
1/1/2009,AK,AK-500,Anchorage CoC,Total Homeless,"1,267"
1/1/2009,AK,AK-501,Alaska Balance of State CoC,Total Homeless,725
1/1/2009,AL,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",Total Homeless,"2,273"
1/1/2009,AL,AL-501,Mobile City & County/Baldwin County CoC,Total Homeless,747
1/1/2009,AL,AL-502,Florence/Northwest Alabama CoC,Total Homeless,281
1/1/2009,AL,AL-503,Huntsville/North Alabama CoC,Total Homeless,664
1/1/2009,AL,AL-504,Montgomery City & County CoC,Total Homeless,377
1/1/2009,AL,AL-505,Gadsden/Northeast Alabama CoC,Total Homeless,433
1/1/2009,AL,AL-506,Tuscaloosa City & County CoC,Total Homeless,270
1/1/2009,AL,AL-507,Alabama Balance of State CoC,Total Homeless,"1,035"
1/1/2009,AR,AR-500,Little Rock/Central Arkansas CoC,Total Homeless,"1,425"
1/1/2009,AR,AR-501,Fayetteville/Northwest Arkansas CoC,Total Homeless,221
1/1/2009,AR,AR-502,Conway/Arkansas River Valley,Total Homeless,146
1/1/2009,AR,AR-504,Delta Hills CoC,Total Homeless,969
1/1/2009,AR,AR-505,Southeast Arkansas,Total Homeless,51
1/1/2009,AR,AR-506,"Johnson, Pope, Yell Counties",Total Homeless,40
1/1/2009,AZ,AZ-500,Arizona Balance of State CoC,Total Homeless,"3,236"
1/1/2009,AZ,AZ-501,Tucson/Pima County CoC,Total Homeless,"3,596"
1/1/2009,AZ,AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,Total Homeless,"7,889"
1/1/2009,CA,CA-500,San Jose/Santa Clara City & County CoC,Total Homeless,"7,086"
1/1/2009,CA,CA-501,San Francisco CoC,Total Homeless,"5,823"
1/1/2009,CA,CA-502,Oakland/Alameda County CoC,Total Homeless,"4,341"
1/1/2009,CA,CA-503,Sacramento City & County CoC,Total Homeless,"2,800"
1/1/2009,CA,CA-504,Santa Rosa/Petaluma/Sonoma County CoC,Total Homeless,"3,247"
1/1/2009,CA,CA-505,Richmond/Contra Costa County CoC,Total Homeless,"2,759"
1/1/2009,CA,CA-506,"Salinas/Monterey, San Benito Counties CoC",Total Homeless,"2,407"
1/1/2009,CA,CA-507,Marin County CoC,Total Homeless,"1,026"
1/1/2009,CA,CA-508,Watsonville/Santa Cruz City & County CoC,Total Homeless,"2,265"
1/1/2009,CA,CA-509,Mendocino County CoC,Total Homeless,"1,202"
1/1/2009,CA,CA-510,Turlock/Modesto/Stanislaus County CoC,Total Homeless,"1,800"
1/1/2009,CA,CA-511,Stockton/San Joaquin County CoC,Total Homeless,"3,005"
1/1/2009,CA,CA-512,Daly/San Mateo County CoC,Total Homeless,"1,567"
1/1/2009,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Total Homeless,966
1/1/2009,CA,CA-514,Fresno/Madera County CoC,Total Homeless,"4,345"
1/1/2009,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Total Homeless,"1,054"
1/1/2009,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Total Homeless,340
1/1/2009,CA,CA-517,Napa City & County CoC,Total Homeless,314
1/1/2009,CA,CA-518,Vallejo/Solano County CoC,Total Homeless,829
1/1/2009,CA,CA-519,Chico/Paradise/Butte County CoC,Total Homeless,689
1/1/2009,CA,CA-520,Merced City & County CoC,Total Homeless,372
1/1/2009,CA,CA-521,Davis/Woodland/Yolo County CoC,Total Homeless,491
1/1/2009,CA,CA-522,Humboldt County CoC,Total Homeless,"1,355"
1/1/2009,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Total Homeless,197
1/1/2009,CA,CA-524,Yuba City & County/Sutter County CoC,Total Homeless,411
1/1/2009,CA,CA-525,El Dorado County CoC,Total Homeless,146
1/1/2009,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Total Homeless,372
1/1/2009,CA,CA-600,Los Angeles City & County CoC,Total Homeless,"33,243"
1/1/2009,CA,CA-601,San Diego City and County CoC,Total Homeless,"7,995"
1/1/2009,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Total Homeless,"8,333"
1/1/2009,CA,CA-603,Santa Maria/Santa Barbara County CoC,Total Homeless,"4,121"
1/1/2009,CA,CA-604,Bakersfield/Kern County CoC,Total Homeless,"1,499"
1/1/2009,CA,CA-606,Long Beach CoC,Total Homeless,"3,909"
1/1/2009,CA,CA-607,Pasadena CoC,Total Homeless,"1,144"
1/1/2009,CA,CA-608,Riverside City & County CoC,Total Homeless,"3,366"
1/1/2009,CA,CA-609,San Bernardino City & County CoC,Total Homeless,"2,026"
1/1/2009,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Total Homeless,"2,193"
1/1/2009,CA,CA-612,Glendale CoC,Total Homeless,306
1/1/2009,CA,CA-613,Imperial County CoC,Total Homeless,505
1/1/2009,CA,CA-614,San Luis Obispo County CoC,Total Homeless,"3,829"
1/1/2009,CO,CO-500,Colorado Balance of State CoC,Total Homeless,"5,267"
1/1/2009,CO,CO-503,Metropolitan Denver Homeless Initiative,Total Homeless,"8,752"
1/1/2009,CO,CO-504,Colorado Springs/El Paso County CoC,Total Homeless,"1,249"
1/1/2009,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Total Homeless,825
1/1/2009,CT,CT-505,Connecticut Balance of State CoC,Total Homeless,"3,780"
1/1/2009,DC,DC-500,District of Columbia CoC,Total Homeless,"6,228"
1/1/2009,DE,DE-500,Delaware Statewide CoC,Total Homeless,"1,130"
1/1/2009,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Total Homeless,"1,999"
1/1/2009,FL,FL-501,Tampa/Hillsborough County CoC,Total Homeless,"7,473"
1/1/2009,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Total Homeless,"3,419"
1/1/2009,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Total Homeless,725
1/1/2009,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Total Homeless,"1,913"
1/1/2009,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Total Homeless,"2,446"
1/1/2009,FL,FL-506,Tallahassee/Leon County CoC,Total Homeless,640
1/1/2009,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Total Homeless,"3,970"
1/1/2009,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Total Homeless,924
1/1/2009,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Total Homeless,"1,950"
1/1/2009,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Total Homeless,"2,442"
1/1/2009,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Total Homeless,"1,030"
1/1/2009,FL,FL-512,Saint Johns County CoC,Total Homeless,"1,237"
1/1/2009,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Total Homeless,"1,221"
1/1/2009,FL,FL-514,Ocala/Marion County CoC,Total Homeless,491
1/1/2009,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Total Homeless,287
1/1/2009,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Total Homeless,"4,220"
1/1/2009,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Total Homeless,"1,114"
1/1/2009,FL,FL-519,Pasco County CoC,Total Homeless,"4,527"
1/1/2009,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Total Homeless,"1,025"
1/1/2009,FL,FL-600,Miami/Dade County CoC,Total Homeless,"4,333"
1/1/2009,FL,FL-601,Ft Lauderdale/Broward County CoC,Total Homeless,"3,225"
1/1/2009,FL,FL-602,Punta Gorda/Charlotte County CoC,Total Homeless,541
1/1/2009,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Total Homeless,931
1/1/2009,FL,FL-604,Monroe County CoC,Total Homeless,"1,040"
1/1/2009,FL,FL-605,West Palm Beach/Palm Beach County CoC,Total Homeless,"2,147"
1/1/2009,FL,FL-606,Naples/Collier County CoC,Total Homeless,329
1/1/2009,GA,GA-500,Atlanta Continuum of Care,Total Homeless,"7,019"
1/1/2009,GA,GA-501,Georgia Balance of State CoC,Total Homeless,"9,941"
1/1/2009,GA,GA-503,Athens/Clarke County CoC,Total Homeless,454
1/1/2009,GA,GA-504,Augusta CoC,Total Homeless,556
1/1/2009,GA,GA-505,Columbus-Muscogee/Russell County CoC,Total Homeless,458
1/1/2009,GA,GA-506,Marietta/Cobb County CoC,Total Homeless,480
1/1/2009,GA,GA-507,Savannah/Chatham County CoC,Total Homeless,"1,452"
1/1/2009,GU,GU-500,Guam CoC,Total Homeless,"1,088"
1/1/2009,HI,HI-500,Hawaii Balance of State CoC,Total Homeless,"2,144"
1/1/2009,HI,HI-501,Honolulu CoC,Total Homeless,"3,638"
1/1/2009,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Total Homeless,289
1/1/2009,IA,IA-501,Iowa Balance of State CoC,Total Homeless,"1,962"
1/1/2009,IA,IA-502,Des Moines/Polk County CoC,Total Homeless,"1,129"
1/1/2009,ID,ID-500,Boise/Ada County CoC,Total Homeless,786
1/1/2009,ID,ID-501,Idaho Balance of State,Total Homeless,"1,153"
1/1/2009,IL,IL-500,McHenry County CoC,Total Homeless,257
1/1/2009,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Total Homeless,452
1/1/2009,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Total Homeless,370
1/1/2009,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Total Homeless,534
1/1/2009,IL,IL-504,Madison County CoC,Total Homeless,202
1/1/2009,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Total Homeless,340
1/1/2009,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Total Homeless,397
1/1/2009,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Total Homeless,536
1/1/2009,IL,IL-509,Dekalb City & County CoC,Total Homeless,115
1/1/2009,IL,IL-510,Chicago CoC,Total Homeless,"6,240"
1/1/2009,IL,IL-511,Cook County CoC,Total Homeless,"1,378"
1/1/2009,IL,IL-512,Bloomington/Central Illinois CoC,Total Homeless,515
1/1/2009,IL,IL-513,Springfield/Sangamon County CoC,Total Homeless,257
1/1/2009,IL,IL-514,DuPage County CoC,Total Homeless,695
1/1/2009,IL,IL-515,South Central Illinois CoC,Total Homeless,329
1/1/2009,IL,IL-516,Decatur/Macon County CoC,Total Homeless,176
1/1/2009,IL,IL-517,Aurora/Elgin/Kane County CoC,Total Homeless,445
1/1/2009,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Total Homeless,400
1/1/2009,IL,IL-519,West Central Illinois CoC,Total Homeless,127
1/1/2009,IL,IL-520,Southern Illinois CoC,Total Homeless,290
1/1/2009,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Total Homeless,"1,243"
1/1/2009,IN,IN-502,Indiana Balance of State CoC,Total Homeless,"4,287"
1/1/2009,IN,IN-503,Indianapolis CoC,Total Homeless,"1,454"
1/1/2009,KS,KS-502,Wichita/Sedgwick County CoC,Total Homeless,384
1/1/2009,KS,KS-503,Topeka/Shawnee County CoC,Total Homeless,217
1/1/2009,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Total Homeless,210
1/1/2009,KS,KS-507,Kansas Balance of State CoC,Total Homeless,859
1/1/2009,KY,KY-500,Kentucky Balance of State CoC,Total Homeless,"3,174"
1/1/2009,KY,KY-501,Louisville/Jefferson County CoC,Total Homeless,"1,515"
1/1/2009,KY,KY-502,Lexington/Fayette County CoC,Total Homeless,"1,310"
1/1/2009,LA,LA-500,Lafayette/Acadiana CoC,Total Homeless,731
1/1/2009,LA,LA-502,Shreveport/Bossier/Northwest CoC,Total Homeless,830
1/1/2009,LA,LA-503,New Orleans/Jefferson Parish CoC,Total Homeless,"8,725"
1/1/2009,LA,LA-504,Baton Rouge CoC,Total Homeless,"1,118"
1/1/2009,LA,LA-505,Monroe/Northeast Louisiana CoC,Total Homeless,228
1/1/2009,LA,LA-506,Slidell/Southeast Louisiana CoC,Total Homeless,379
1/1/2009,LA,LA-507,Alexandria/Central Louisiana CoC,Total Homeless,151
1/1/2009,LA,LA-508,Houma-Terrebonne/Thibodaux CoC,Total Homeless,270
1/1/2009,LA,LA-509,Louisiana Balance of State,Total Homeless,72
1/1/2009,MA,MA-500,Boston CoC,Total Homeless,"5,101"
1/1/2009,MA,MA-501,"Holyoke/Franklin, Hampden, Hampshire Counties CoC",Total Homeless,"1,394"
1/1/2009,MA,MA-502,Lynn CoC,Total Homeless,610
1/1/2009,MA,MA-503,Cape Cod/Islands CoC,Total Homeless,611
1/1/2009,MA,MA-504,Springfield CoC,Total Homeless,774
1/1/2009,MA,MA-505,New Bedford CoC,Total Homeless,510
1/1/2009,MA,MA-506,Worcester City & County CoC,Total Homeless,"1,397"
1/1/2009,MA,MA-507,Pittsfield/Berkshire County CoC,Total Homeless,286
1/1/2009,MA,MA-508,Lowell CoC,Total Homeless,309
1/1/2009,MA,MA-509,Cambridge CoC,Total Homeless,637
1/1/2009,MA,MA-510,Gloucester/Haverhill/Salem/Essex County CoC,Total Homeless,813
1/1/2009,MA,MA-511,Quincy/Brockton/Weymouth/Plymouth City and County CoC,Total Homeless,"1,263"
1/1/2009,MA,MA-515,Fall River CoC,Total Homeless,154
1/1/2009,MA,MA-516,Massachusetts Balance of State,Total Homeless,"1,214"
1/1/2009,MA,MA-517,Somerville CoC,Total Homeless,132
1/1/2009,MA,MA-518,Brookline/Newton CoC,Total Homeless,135
1/1/2009,MA,MA-519,Attleboro/Taunton/Bristol County CoC,Total Homeless,142
1/1/2009,MD,MD-500,Cumberland/Allegany County CoC,Total Homeless,218
1/1/2009,MD,MD-501,Baltimore City CoC,Total Homeless,"3,419"
1/1/2009,MD,MD-502,Harford County CoC,Total Homeless,152
1/1/2009,MD,MD-503,Annapolis/Anne Arundel County CoC,Total Homeless,326
1/1/2009,MD,MD-504,Howard County CoC,Total Homeless,180
