Year,State,CoC Number,CoC Name,Measures,Count
1/1/2014,OK,OK-500,North Central Oklahoma CoC,Sheltered Homeless,154
1/1/2014,OK,OK-501,Tulsa City & County/Broken Arrow CoC,Sheltered Homeless,908
1/1/2014,OK,OK-502,Oklahoma City CoC,Sheltered Homeless,"1,223"
1/1/2014,OK,OK-503,Oklahoma Balance of State CoC,Sheltered Homeless,154
1/1/2014,OK,OK-504,Norman/Cleveland County CoC,Sheltered Homeless,118
1/1/2014,OK,OK-505,Northeast Oklahoma CoC,Sheltered Homeless,300
1/1/2014,OK,OK-506,Southwest Oklahoma Regional CoC,Sheltered Homeless,177
1/1/2014,OK,OK-507,Southeastern Oklahoma Regional CoC,Sheltered Homeless,225
1/1/2014,OR,OR-500,Eugene/Springfield/Lane County CoC,Sheltered Homeless,665
1/1/2014,OR,OR-501,Portland-Gresham-Multnomah County CoC,Sheltered Homeless,"2,032"
1/1/2014,OR,OR-502,Medford/Ashland/Jackson County CoC,Sheltered Homeless,399
1/1/2014,OR,OR-503,Central Oregon CoC,Sheltered Homeless,323
1/1/2014,OR,OR-505,Oregon Balance of State CoC,Sheltered Homeless,"2,344"
1/1/2014,OR,OR-506,Hillsboro/Beaverton/Washington County CoC,Sheltered Homeless,198
1/1/2014,OR,OR-507,Clackamas County CoC,Sheltered Homeless,140
1/1/2014,PA,PA-500,Philadelphia CoC,Sheltered Homeless,"5,377"
1/1/2014,PA,PA-501,Harrisburg/Dauphin County CoC,Sheltered Homeless,357
1/1/2014,PA,PA-502,Upper Darby/Chester/Haverford/Delaware County CoC,Sheltered Homeless,462
1/1/2014,PA,PA-503,Wilkes-Barre/Hazleton/Luzerne County CoC,Sheltered Homeless,180
1/1/2014,PA,PA-504,Lower Marion/Norristown/Abington/Montgomery County CoC,Sheltered Homeless,432
1/1/2014,PA,PA-505,Chester County CoC,Sheltered Homeless,640
1/1/2014,PA,PA-506,Reading/Berks County CoC,Sheltered Homeless,593
1/1/2014,PA,PA-508,Scranton/Lackawanna County CoC,Sheltered Homeless,282
1/1/2014,PA,PA-509,Eastern Pennsylvania CoC,Sheltered Homeless,"1,786"
1/1/2014,PA,PA-510,Lancaster City & County CoC,Sheltered Homeless,492
1/1/2014,PA,PA-511,Bristol/Bensalem/Bucks County CoC,Sheltered Homeless,464
1/1/2014,PA,PA-512,York City & County CoC,Sheltered Homeless,272
1/1/2014,PA,PA-600,Pittsburgh/McKeesport/Penn Hills/Allegheny County CoC,Sheltered Homeless,"1,465"
1/1/2014,PA,PA-601,Western Pennsylvania CoC,Sheltered Homeless,"1,045"
1/1/2014,PA,PA-603,Beaver County CoC,Sheltered Homeless,93
1/1/2014,PA,PA-605,Erie City & County CoC,Sheltered Homeless,361
1/1/2014,PR,PR-502,Puerto Rico Balance of Commonwealth CoC,Sheltered Homeless,918
1/1/2014,PR,PR-503,South/Southeast Puerto Rico CoC,Sheltered Homeless,488
1/1/2014,RI,RI-500,Rhode Island Statewide CoC,Sheltered Homeless,"1,170"
1/1/2014,SC,SC-500,Charleston/Low Country CoC,Sheltered Homeless,379
1/1/2014,SC,SC-501,Greenville/Anderson/Spartanburg Upstate CoC,Sheltered Homeless,"1,246"
1/1/2014,SC,SC-502,Columbia/Midlands CoC,Sheltered Homeless,"1,162"
1/1/2014,SC,SC-503,Myrtle Beach/Sumter City & County CoC,Sheltered Homeless,462
1/1/2014,SD,SD-500,South Dakota Statewide CoC,Sheltered Homeless,830
1/1/2014,TN,TN-500,Chattanooga/Southeast Tennessee CoC,Sheltered Homeless,456
1/1/2014,TN,TN-501,Memphis/Shelby County CoC,Sheltered Homeless,"1,554"
1/1/2014,TN,TN-502,Knoxville/Knox County CoC,Sheltered Homeless,780
1/1/2014,TN,TN-503,Central Tennessee CoC,Sheltered Homeless,240
1/1/2014,TN,TN-504,Nashville/Davidson County CoC,Sheltered Homeless,"2,027"
1/1/2014,TN,TN-506,Oak Ridge/Upper Cumberland CoC,Sheltered Homeless,184
1/1/2014,TN,TN-507,Jackson/West Tennessee CoC,Sheltered Homeless,205
1/1/2014,TN,TN-509,Appalachian Regional CoC,Sheltered Homeless,432
1/1/2014,TN,TN-510,Murfreesboro/Rutherford County CoC,Sheltered Homeless,182
1/1/2014,TN,TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Sheltered Homeless,323
1/1/2014,TX,TX-500,San Antonio/Bexar County CoC,Sheltered Homeless,"1,970"
1/1/2014,TX,TX-503,Austin/Travis County CoC,Sheltered Homeless,"1,539"
1/1/2014,TX,TX-600,Dallas City & County/Irving CoC,Sheltered Homeless,"3,272"
1/1/2014,TX,TX-601,Fort Worth/Arlington/Tarrant County CoC,Sheltered Homeless,"2,241"
1/1/2014,TX,TX-603,El Paso City & County CoC,Sheltered Homeless,"1,079"
1/1/2014,TX,TX-604,Waco/McLennan County CoC,Sheltered Homeless,202
1/1/2014,TX,TX-607,Texas Balance of State (BoS) CoC,Sheltered Homeless,"4,063"
1/1/2014,TX,TX-611,Amarillo CoC,Sheltered Homeless,448
1/1/2014,TX,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered Homeless,259
1/1/2014,TX,TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered Homeless,"3,017"
1/1/2014,TX,TX-701,Bryan/College Station/Brazos Valley CoC,Sheltered Homeless,138
1/1/2014,UT,UT-500,Salt Lake City & County CoC,Sheltered Homeless,"2,040"
1/1/2014,UT,UT-503,Utah Balance of State CoC,Sheltered Homeless,614
1/1/2014,UT,UT-504,Provo/Mountainland CoC,Sheltered Homeless,114
1/1/2014,VA,VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered Homeless,781
1/1/2014,VA,VA-501,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties CoC",Sheltered Homeless,630
1/1/2014,VA,VA-502,Roanoke City & County/Salem CoC,Sheltered Homeless,433
1/1/2014,VA,VA-503,Virginia Beach CoC,Sheltered Homeless,382
1/1/2014,VA,VA-504,Charlottesville CoC,Sheltered Homeless,178
1/1/2014,VA,VA-505,Newport News/Hampton/Virginia Peninsula CoC,Sheltered Homeless,497
1/1/2014,VA,VA-507,Portsmouth CoC,Sheltered Homeless,117
1/1/2014,VA,VA-508,Lynchburg CoC,Sheltered Homeless,217
1/1/2014,VA,VA-513,"Harrisburg, Winchester/Western Virginia CoC",Sheltered Homeless,237
1/1/2014,VA,VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Sheltered Homeless,171
1/1/2014,VA,VA-521,Virginia Balance of State (BoS) CoC,Sheltered Homeless,546
1/1/2014,VA,VA-600,Arlington County CoC,Sheltered Homeless,240
1/1/2014,VA,VA-601,Fairfax County CoC,Sheltered Homeless,"1,159"
1/1/2014,VA,VA-602,Loudoun County CoC,Sheltered Homeless,151
1/1/2014,VA,VA-603,City of Alexandria CoC,Sheltered Homeless,244
1/1/2014,VA,VA-604,Prince William County CoC,Sheltered Homeless,347
1/1/2014,VI,VI-500,Virgin Islands CoC,Sheltered Homeless,85
1/1/2014,VT,VT-500,Vermont Balance of State CoC,Sheltered Homeless,954
1/1/2014,VT,VT-501,Burlington/Chittenden County CoC,Sheltered Homeless,442
1/1/2014,WA,WA-500,Seattle/King County CoC,Sheltered Homeless,"6,213"
1/1/2014,WA,WA-501,Washington Balance of State CoC,Sheltered Homeless,"2,621"
1/1/2014,WA,WA-502,Spokane City & County CoC,Sheltered Homeless,994
1/1/2014,WA,WA-503,Tacoma/Lakewood/Pierce County CoC,Sheltered Homeless,"1,171"
1/1/2014,WA,WA-504,Everett/Snohomish County CoC,Sheltered Homeless,577
1/1/2014,WA,WA-507,Yakima City & County CoC,Sheltered Homeless,486
1/1/2014,WA,WA-508,Vancouver/Clark County CoC,Sheltered Homeless,478
1/1/2014,WI,WI-500,Wisconsin Balance of State CoC,Sheltered Homeless,"3,446"
1/1/2014,WI,WI-501,Milwaukee City & County CoC,Sheltered Homeless,"1,384"
1/1/2014,WI,WI-502,Racine City & County CoC,Sheltered Homeless,199
1/1/2014,WI,WI-503,Madison/Dane County CoC,Sheltered Homeless,683
1/1/2014,WV,WV-500,Wheeling/Weirton Area CoC,Sheltered Homeless,88
1/1/2014,WV,WV-501,"Huntington/Cabell, Wayne Counties CoC",Sheltered Homeless,208
1/1/2014,WV,WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",Sheltered Homeless,347
1/1/2014,WV,WV-508,West Virginia Balance of State CoC,Sheltered Homeless,940
1/1/2014,WY,WY-500,Wyoming Statewide CoC,Sheltered Homeless,563
1/1/2015,AK,AK-500,Anchorage CoC,Sheltered Homeless,"1,029"
1/1/2015,AK,AK-501,Alaska Balance of State CoC,Sheltered Homeless,610
1/1/2015,AL,AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",Sheltered Homeless,916
1/1/2015,AL,AL-501,Mobile City & County/Baldwin County CoC,Sheltered Homeless,364
1/1/2015,AL,AL-502,Florence/Northwest Alabama CoC,Sheltered Homeless,214
1/1/2015,AL,AL-503,Huntsville/North Alabama CoC,Sheltered Homeless,357
1/1/2015,AL,AL-504,Montgomery City & County CoC,Sheltered Homeless,373
1/1/2015,AL,AL-505,Gadsden/Northeast Alabama CoC,Sheltered Homeless,103
1/1/2015,AL,AL-506,Tuscaloosa City & County CoC,Sheltered Homeless,144
1/1/2015,AL,AL-507,Alabama Balance of State CoC,Sheltered Homeless,472
1/1/2015,AR,AR-500,Little Rock/Central Arkansas CoC,Sheltered Homeless,491
1/1/2015,AR,AR-501,Fayetteville/Northwest Arkansas CoC,Sheltered Homeless,604
1/1/2015,AR,AR-503,Arkansas  Balance of State  CoC,Sheltered Homeless,363
1/1/2015,AR,AR-504,Delta Hills CoC,Sheltered Homeless,40
1/1/2015,AR,AR-505,Southeast Arkansas,Sheltered Homeless,71
1/1/2015,AR,AR-508,Old Fort Homeless Coalition,Sheltered Homeless,87
1/1/2015,AR,AR-512,"Boone, Baxter, Marion, Newton Counties CoC",Sheltered Homeless,22
1/1/2015,AZ,AZ-500,Arizona Balance of State CoC,Sheltered Homeless,"1,097"
1/1/2015,AZ,AZ-501,Tucson/Pima County CoC,Sheltered Homeless,"1,500"
1/1/2015,AZ,AZ-502,Phoenix/Mesa/Maricopa County Regional CoC,Sheltered Homeless,"4,342"
1/1/2015,CA,CA-500,San Jose/Santa Clara City & County CoC,Sheltered Homeless,"1,929"
1/1/2015,CA,CA-501,San Francisco CoC,Sheltered Homeless,"2,417"
1/1/2015,CA,CA-502,Oakland/Alameda County CoC,Sheltered Homeless,"1,643"
1/1/2015,CA,CA-503,Sacramento City & County CoC,Sheltered Homeless,"1,711"
1/1/2015,CA,CA-504,Santa Rosa/Petaluma/Sonoma County CoC,Sheltered Homeless,"1,037"
1/1/2015,CA,CA-505,Richmond/Contra Costa County CoC,Sheltered Homeless,704
1/1/2015,CA,CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered Homeless,852
1/1/2015,CA,CA-507,Marin County CoC,Sheltered Homeless,483
1/1/2015,CA,CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered Homeless,610
1/1/2015,CA,CA-509,Mendocino County CoC,Sheltered Homeless,152
1/1/2015,CA,CA-510,Turlock/Modesto/Stanislaus County CoC,Sheltered Homeless,725
1/1/2015,CA,CA-511,Stockton/San Joaquin County CoC,Sheltered Homeless,"1,173"
1/1/2015,CA,CA-512,Daly/San Mateo County CoC,Sheltered Homeless,708
1/1/2015,CA,CA-513,"Visalia, Kings, Tulare Counties CoC",Sheltered Homeless,417
1/1/2015,CA,CA-514,Fresno/Madera County CoC,Sheltered Homeless,539
1/1/2015,CA,CA-515,"Roseville/Rocklin/Placer, Nevada Counties CoC",Sheltered Homeless,297
1/1/2015,CA,CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered Homeless,244
1/1/2015,CA,CA-517,Napa City & County CoC,Sheltered Homeless,179
1/1/2015,CA,CA-518,Vallejo/Solano County CoC,Sheltered Homeless,287
1/1/2015,CA,CA-519,Chico/Paradise/Butte County CoC,Sheltered Homeless,286
1/1/2015,CA,CA-520,Merced City & County CoC,Sheltered Homeless,155
1/1/2015,CA,CA-521,Davis/Woodland/Yolo County CoC,Sheltered Homeless,305
1/1/2015,CA,CA-522,Humboldt County CoC,Sheltered Homeless,244
1/1/2015,CA,CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered Homeless,56
1/1/2015,CA,CA-524,Yuba City & County/Sutter County CoC,Sheltered Homeless,205
1/1/2015,CA,CA-525,El Dorado County CoC,Sheltered Homeless,121
1/1/2015,CA,CA-526,"Amador, Calaveras, Tuolumne and Mariposa Counties CoC",Sheltered Homeless,128
1/1/2015,CA,CA-527,Tehama County CoC,Sheltered Homeless,78
1/1/2015,CA,CA-529,Lake County CoC,Sheltered Homeless,27
1/1/2015,CA,CA-600,Los Angeles City & County CoC,Sheltered Homeless,"12,226"
1/1/2015,CA,CA-601,San Diego City and County CoC,Sheltered Homeless,"4,586"
1/1/2015,CA,CA-602,Santa Ana/Anaheim/Orange County CoC,Sheltered Homeless,"2,251"
1/1/2015,CA,CA-603,Santa Maria/Santa Barbara County CoC,Sheltered Homeless,839
1/1/2015,CA,CA-604,Bakersfield/Kern County CoC,Sheltered Homeless,545
1/1/2015,CA,CA-606,Long Beach CoC,Sheltered Homeless,832
1/1/2015,CA,CA-607,Pasadena CoC,Sheltered Homeless,190
1/1/2015,CA,CA-608,Riverside City & County CoC,Sheltered Homeless,884
1/1/2015,CA,CA-609,San Bernardino City & County CoC,Sheltered Homeless,838
1/1/2015,CA,CA-611,Oxnard/San Buenaventura/Ventura County CoC,Sheltered Homeless,460
1/1/2015,CA,CA-612,Glendale CoC,Sheltered Homeless,86
1/1/2015,CA,CA-613,Imperial County CoC,Sheltered Homeless,190
1/1/2015,CA,CA-614,San Luis Obispo County CoC,Sheltered Homeless,392
1/1/2015,CA,CA-615,"Inyo, Mono, Alpine Counties CoC",Sheltered Homeless,8
1/1/2015,CO,CO-500,Colorado Balance of State CoC,Sheltered Homeless,"1,714"
1/1/2015,CO,CO-503,Metropolitan Denver Homeless Initiative,Sheltered Homeless,"4,590"
1/1/2015,CO,CO-504,Colorado Springs/El Paso County CoC,Sheltered Homeless,830
1/1/2015,CT,CT-503,Bridgeport/Norwalk /Stamford/Fairfield County CoC,Sheltered Homeless,773
1/1/2015,CT,CT-505,Connecticut Balance of State CoC,Sheltered Homeless,"2,648"
1/1/2015,DC,DC-500,District of Columbia CoC,Sheltered Homeless,"6,754"
1/1/2015,DE,DE-500,Delaware Statewide CoC,Sheltered Homeless,916
1/1/2015,FL,FL-500,"Sarasota/Bradenton/Manatee, Sarasota Counties CoC",Sheltered Homeless,721
1/1/2015,FL,FL-501,Tampa/Hillsborough County CoC,Sheltered Homeless,"1,175"
1/1/2015,FL,FL-502,St. Petersburg/Clearwater/Largo/Pinellas County CoC,Sheltered Homeless,"2,215"
1/1/2015,FL,FL-503,Lakeland/Winter Haven/Polk County CoC,Sheltered Homeless,227
1/1/2015,FL,FL-504,"Daytona Beach/Daytona/Volusia, Flagler Counties CoC",Sheltered Homeless,550
1/1/2015,FL,FL-505,"Fort Walton Beach/Okaloosa, Walton Counties CoC",Sheltered Homeless,272
1/1/2015,FL,FL-506,Tallahassee/Leon County CoC,Sheltered Homeless,646
1/1/2015,FL,FL-507,"Orlando/Orange, Osceola, Seminole Counties CoC",Sheltered Homeless,"1,820"
1/1/2015,FL,FL-508,"Gainesville/Alachua, Putnam Counties CoC",Sheltered Homeless,317
1/1/2015,FL,FL-509,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",Sheltered Homeless,236
1/1/2015,FL,FL-510,"Jacksonville-Duval, Clay Counties CoC",Sheltered Homeless,"1,427"
1/1/2015,FL,FL-511,Pensacola/Escambia/Santa Rosa County CoC,Sheltered Homeless,538
1/1/2015,FL,FL-512,Saint Johns County CoC,Sheltered Homeless,198
1/1/2015,FL,FL-513,Palm Bay/Melbourne/Brevard County CoC,Sheltered Homeless,684
1/1/2015,FL,FL-514,Ocala/Marion County CoC,Sheltered Homeless,259
1/1/2015,FL,FL-515,"Panama City/Bay, Jackson Counties CoC",Sheltered Homeless,183
1/1/2015,FL,FL-517,"Hendry, Hardee, Highlands Counties CoC",Sheltered Homeless,278
1/1/2015,FL,FL-518,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",Sheltered Homeless,66
1/1/2015,FL,FL-519,Pasco County CoC,Sheltered Homeless,159
1/1/2015,FL,FL-520,"Citrus, Hernando, Lake, Sumter Counties CoC",Sheltered Homeless,267
1/1/2015,FL,FL-600,Miami/Dade County CoC,Sheltered Homeless,"3,145"
1/1/2015,FL,FL-601,Ft Lauderdale/Broward County CoC,Sheltered Homeless,"1,796"
1/1/2015,FL,FL-602,Punta Gorda/Charlotte County CoC,Sheltered Homeless,162
1/1/2015,FL,FL-603,Ft Myers/Cape Coral/Lee County CoC,Sheltered Homeless,300
1/1/2015,FL,FL-604,Monroe County CoC,Sheltered Homeless,301
1/1/2015,FL,FL-605,West Palm Beach/Palm Beach County CoC,Sheltered Homeless,596
1/1/2015,FL,FL-606,Naples/Collier County CoC,Sheltered Homeless,345
1/1/2015,GA,GA-500,Atlanta Continuum of Care,Sheltered Homeless,"3,280"
1/1/2015,GA,GA-501,Georgia Balance of State CoC,Sheltered Homeless,"2,279"
1/1/2015,GA,GA-502,Fulton County Continuum of Care,Sheltered Homeless,420
1/1/2015,GA,GA-503,Athens/Clarke County CoC,Sheltered Homeless,135
1/1/2015,GA,GA-504,Augusta CoC,Sheltered Homeless,278
1/1/2015,GA,GA-505,Columbus-Muscogee/Russell County CoC,Sheltered Homeless,206
1/1/2015,GA,GA-506,Marietta/Cobb County CoC,Sheltered Homeless,324
1/1/2015,GA,GA-507,Savannah/Chatham County CoC,Sheltered Homeless,578
1/1/2015,GA,GA-508,DeKalb County Continuum of Care,Sheltered Homeless,487
1/1/2015,GU,GU-500,Guam CoC,Sheltered Homeless,87
1/1/2015,HI,HI-500,Hawaii Balance of State CoC,Sheltered Homeless,813
1/1/2015,HI,HI-501,Honolulu CoC,Sheltered Homeless,"2,964"
1/1/2015,IA,IA-500,"Sioux City/Dakota, Woodbury Counties CoC",Sheltered Homeless,265
1/1/2015,IA,IA-501,Iowa Balance of State CoC,Sheltered Homeless,"1,876"
1/1/2015,IA,IA-502,Des Moines/Polk County CoC,Sheltered Homeless,737
1/1/2015,ID,ID-500,Boise/Ada County CoC,Sheltered Homeless,674
1/1/2015,ID,ID-501,Idaho Balance of State,Sheltered Homeless,823
1/1/2015,IL,IL-500,McHenry County CoC,Sheltered Homeless,168
1/1/2015,IL,IL-501,"Rockford/Winnebago, Boone Counties CoC",Sheltered Homeless,298
1/1/2015,IL,IL-502,Waukegan/North Chicago/Lake County CoC,Sheltered Homeless,381
1/1/2015,IL,IL-503,Champaign/Urbana/Rantoul/Champaign County CoC,Sheltered Homeless,153
1/1/2015,IL,IL-504,Madison County CoC,Sheltered Homeless,144
1/1/2015,IL,IL-506,Joliet/Bolingbrook/Will County CoC,Sheltered Homeless,314
1/1/2015,IL,IL-507,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford CoC",Sheltered Homeless,383
1/1/2015,IL,IL-508,East Saint Louis/Belleville/Saint Clair County CoC,Sheltered Homeless,166
1/1/2015,IL,IL-509,Dekalb City & County CoC,Sheltered Homeless,99
1/1/2015,IL,IL-510,Chicago CoC,Sheltered Homeless,"4,731"
1/1/2015,IL,IL-511,Cook County CoC,Sheltered Homeless,785
1/1/2015,IL,IL-512,Bloomington/Central Illinois CoC,Sheltered Homeless,565
1/1/2015,IL,IL-513,Springfield/Sangamon County CoC,Sheltered Homeless,311
1/1/2015,IL,IL-514,DuPage County CoC,Sheltered Homeless,642
1/1/2015,IL,IL-515,South Central Illinois CoC,Sheltered Homeless,98
1/1/2015,IL,IL-516,Decatur/Macon County CoC,Sheltered Homeless,199
1/1/2015,IL,IL-517,Aurora/Elgin/Kane County CoC,Sheltered Homeless,374
1/1/2015,IL,IL-518,Rock Island/Moline/Northwestern Illinois CoC,Sheltered Homeless,238
1/1/2015,IL,IL-519,West Central Illinois CoC,Sheltered Homeless,98
1/1/2015,IL,IL-520,Southern Illinois CoC,Sheltered Homeless,316
1/1/2015,IN,IN-500,South Bend/Mishawaka/St. Joseph County CoC,Sheltered Homeless,521
1/1/2015,IN,IN-502,Indiana Balance of State CoC,Sheltered Homeless,"3,204"
1/1/2015,IN,IN-503,Indianapolis CoC,Sheltered Homeless,"1,555"
1/1/2015,KS,KS-502,Wichita/Sedgwick County CoC,Sheltered Homeless,462
1/1/2015,KS,KS-503,Topeka/Shawnee County CoC,Sheltered Homeless,372
1/1/2015,KS,KS-505,Overland Park/Shawnee/Johnson County CoC,Sheltered Homeless,151
1/1/2015,KS,KS-507,Kansas Balance of State CoC,Sheltered Homeless,"1,093"
1/1/2015,KY,KY-500,Kentucky Balance of State CoC,Sheltered Homeless,"1,497"
1/1/2015,KY,KY-501,Louisville/Jefferson County CoC,Sheltered Homeless,"1,080"
1/1/2015,KY,KY-502,Lexington/Fayette County CoC,Sheltered Homeless,"1,219"
1/1/2015,LA,LA-500,Lafayette/Acadiana CoC,Sheltered Homeless,373
1/1/2015,LA,LA-502,Shreveport/Bossier/Northwest CoC,Sheltered Homeless,310
1/1/2015,LA,LA-503,New Orleans/Jefferson Parish CoC,Sheltered Homeless,914
1/1/2015,LA,LA-504,Baton Rouge CoC,Sheltered Homeless,585
1/1/2015,LA,LA-505,Monroe/Northeast Louisiana CoC,Sheltered Homeless,170
1/1/2015,LA,LA-506,Slidell/Southeast Louisiana CoC,Sheltered Homeless,193
1/1/2015,LA,LA-507,Alexandria/Central Louisiana CoC,Sheltered Homeless,130
1/1/2015,LA,LA-508,Houma-Terrebonne/Thibodaux CoC,Sheltered Homeless,142
1/1/2015,LA,LA-509,Louisiana Balance of State,Sheltered Homeless,73
1/1/2015,MA,MA-500,Boston CoC,Sheltered Homeless,"6,353"
1/1/2015,MA,MA-502,Lynn CoC,Sheltered Homeless,428
1/1/2015,MA,MA-503,Cape Cod/Islands CoC,Sheltered Homeless,315
1/1/2015,MA,MA-504,Springfield CoC,Sheltered Homeless,"2,992"
1/1/2015,MA,MA-505,New Bedford CoC,Sheltered Homeless,387
1/1/2015,MA,MA-506,Worcester City & County CoC,Sheltered Homeless,"1,606"
1/1/2015,MA,MA-507,Pittsfield/Berkshire County CoC,Sheltered Homeless,762
1/1/2015,MA,MA-508,Lowell CoC,Sheltered Homeless,609
1/1/2015,MA,MA-509,Cambridge CoC,Sheltered Homeless,432
1/1/2015,MA,MA-510,Gloucester/Haverhill/Salem/Essex County CoC,Sheltered Homeless,"1,544"
1/1/2015,MA,MA-511,Quincy/Brockton/Weymouth/Plymouth City and County CoC,Sheltered Homeless,"1,775"
1/1/2015,MA,MA-515,Fall River CoC,Sheltered Homeless,406
1/1/2015,MA,MA-516,Massachusetts Balance of State,Sheltered Homeless,"2,052"
1/1/2015,MA,MA-517,Somerville CoC,Sheltered Homeless,152
1/1/2015,MA,MA-518,Brookline/Newton CoC,Sheltered Homeless,530
1/1/2015,MA,MA-519,Attleboro/Taunton/Bristol County CoC,Sheltered Homeless,199
1/1/2015,MD,MD-500,Cumberland/Allegany County CoC,Sheltered Homeless,77
1/1/2015,MD,MD-501,Baltimore City CoC,Sheltered Homeless,"2,459"
1/1/2015,MD,MD-502,Harford County CoC,Sheltered Homeless,207
1/1/2015,MD,MD-503,Annapolis/Anne Arundel County CoC,Sheltered Homeless,287
1/1/2015,MD,MD-504,Howard County CoC,Sheltered Homeless,123
1/1/2015,MD,MD-505,Baltimore County CoC,Sheltered Homeless,450
1/1/2015,MD,MD-506,Carroll County CoC,Sheltered Homeless,129
1/1/2015,MD,MD-507,Cecil County CoC,Sheltered Homeless,156
1/1/2015,MD,MD-508,"Charles, Calvert, St.Mary's Counties CoC",Sheltered Homeless,412
1/1/2015,MD,MD-509,Frederick City & County CoC,Sheltered Homeless,251
1/1/2015,MD,MD-510,Garrett County CoC,Sheltered Homeless,9
1/1/2015,MD,MD-511,Mid-Shore Regional CoC,Sheltered Homeless,123
1/1/2015,MD,MD-512,Hagerstown/Washington County CoC,Sheltered Homeless,164
1/1/2015,MD,MD-513,Wicomico/Somerset/Worcester County CoC,Sheltered Homeless,278
1/1/2015,MD,MD-600,Prince George`s County/Maryland CoC,Sheltered Homeless,472
1/1/2015,MD,MD-601,Montgomery County CoC,Sheltered Homeless,997
1/1/2015,ME,ME-500,Maine Balance of State CoC,Sheltered Homeless,"1,573"
1/1/2015,ME,ME-502,Portland CoC,Sheltered Homeless,740
1/1/2015,MI,MI-500,Michigan Balance of State CoC,Sheltered Homeless,"1,523"
1/1/2015,MI,MI-501,Detroit CoC,Sheltered Homeless,"2,446"
1/1/2015,MI,MI-502,Dearborn/Dearborn Heights/Westland/Wayne County CoC,Sheltered Homeless,322
1/1/2015,MI,MI-503,St. Clair Shores/Warren/Macomb County CoC,Sheltered Homeless,381
1/1/2015,MI,MI-504,Pontiac/Royal Oak/Oakland County CoC,Sheltered Homeless,389
1/1/2015,MI,MI-505,Flint/Genesee County CoC,Sheltered Homeless,308
1/1/2015,MI,MI-506,Grand Rapids/Wyoming/Kent County CoC,Sheltered Homeless,886
1/1/2015,MI,MI-507,Portage/Kalamazoo City & County CoC,Sheltered Homeless,560
1/1/2015,MI,MI-508,Lansing/East Lansing/Ingham County CoC,Sheltered Homeless,365
1/1/2015,MI,MI-509,Ann Arbor/Washtenaw County CoC,Sheltered Homeless,292
1/1/2015,MI,MI-510,Saginaw City & County CoC,Sheltered Homeless,289
1/1/2015,MI,MI-511,Lenawee County CoC,Sheltered Homeless,110
1/1/2015,MI,MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",Sheltered Homeless,265
1/1/2015,MI,MI-513,"Marquette, Alger Counties CoC",Sheltered Homeless,77
1/1/2015,MI,MI-514,Battle Creek/Calhoun County CoC,Sheltered Homeless,226
1/1/2015,MI,MI-515,Monroe City & County CoC,Sheltered Homeless,181
1/1/2015,MI,MI-516,Norton Shores/Muskegon City & County CoC,Sheltered Homeless,166
1/1/2015,MI,MI-517,Jackson City & County CoC,Sheltered Homeless,152
1/1/2015,MI,MI-518,Livingston County CoC,Sheltered Homeless,101
1/1/2015,MI,MI-519,Holland/Ottawa County CoC,Sheltered Homeless,279
1/1/2015,MI,MI-523,Eaton County CoC,Sheltered Homeless,126
1/1/2015,MN,MN-500,Minneapolis/Hennepin County CoC,Sheltered Homeless,"3,092"
1/1/2015,MN,MN-501,Saint Paul/Ramsey County CoC,Sheltered Homeless,"1,314"
1/1/2015,MN,MN-502,Rochester/Southeast Minnesota CoC,Sheltered Homeless,429
1/1/2015,MN,MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",Sheltered Homeless,428
1/1/2015,MN,MN-504,Northeast Minnesota CoC,Sheltered Homeless,45
1/1/2015,MN,MN-505,St. Cloud/Central Minnesota CoC,Sheltered Homeless,491
1/1/2015,MN,MN-506,Northwest Minnesota CoC,Sheltered Homeless,239
1/1/2015,MN,MN-508,Moorhead/West Central Minnesota CoC,Sheltered Homeless,234
1/1/2015,MN,MN-509,Duluth/St.Louis County CoC,Sheltered Homeless,323
1/1/2015,MN,MN-511,Southwest Minnesota CoC,Sheltered Homeless,110
1/1/2015,MO,MO-500,St. Louis County CoC,Sheltered Homeless,379
1/1/2015,MO,MO-501,St.Louis City CoC,Sheltered Homeless,"1,200"
